기준연월,방문자수
202201,2117662.0
202202,1790839.0
202203,2102234.0
202204,2231110.0
202205,2368472.0
202206,2225961.0
202207,2474006.0
202208,2309692.0
202209,2391793.0
202210,2495212.0
202211,2272037.0
202212,2447062.0
