기준연월,방문자수
202201,2979717.0
202202,2434788.0
202203,2758744.0
202204,3103766.0
202205,3424750.0
202206,3151695.0
202207,3362443.0
202208,3339882.0
202209,3156781.0
202210,3498876.0
202211,3138074.0
202212,3444291.0
