기준연월,방문자수
202201,3304100.0
202202,2740969.0
202203,2948908.0
202204,3413250.0
202205,3926397.0
202206,3438371.0
202207,3694171.0
202208,3810239.0
202209,3523228.0
202210,3765715.0
202211,3221335.0
202212,3275110.0
