기준연월,방문자수
202201,5430164.0
202202,4517657.0
202203,5339286.0
202204,5550631.0
202205,6256838.0
202206,5680395.0
202207,6224558.0
202208,5956032.0
202209,6009671.0
202210,6183558.0
202211,5725629.0
202212,6142012.0
