기준연월,방문자수
202201,2836937.0
202202,2498954.0
202203,2863433.0
202204,3318821.0
202205,3277041.0
202206,3028412.0
202207,3330517.0
202208,3196457.0
202209,3219437.0
202210,3533344.0
202211,3122263.0
202212,3079993.0
