기준연월,방문자수
202201,2155285.0
202202,1950630.0
202203,2486440.0
202204,2307959.0
202205,2544870.0
202206,2264376.0
202207,2419871.0
202208,2380379.0
202209,2713077.0
202210,2479173.0
202211,2316493.0
202212,2422861.0
