기준연월,방문자수
202201,2699038.0
202202,2272980.0
202203,2555611.0
202204,2710788.0
202205,3090237.0
202206,2845158.0
202207,3018124.0
202208,2842937.0
202209,2910424.0
202210,2986437.0
202211,2799618.0
202212,3023819.0
