기준연월,방문자수
202201,2168747.0
202202,1941592.0
202203,2535373.0
202204,2288246.0
202205,2598409.0
202206,2249354.0
202207,2336405.0
202208,2302893.0
202209,2770474.0
202210,2497814.0
202211,2359926.0
202212,2303101.0
