기준연월,방문자수
202201,2200360.0
202202,1940255.0
202203,2084676.0
202204,2310291.0
202205,2687851.0
202206,2594142.0
202207,2863263.0
202208,2792207.0
202209,2562912.0
202210,2781119.0
202211,2603057.0
202212,2689323.0
