기준연월,방문자수
202201,5386438.0
202202,4566514.0
202203,4733548.0
202204,5100186.0
202205,5905037.0
202206,5828859.0
202207,6482051.0
202208,6428823.0
202209,5351563.0
202210,5799430.0
202211,5255393.0
202212,5797922.0
