기준연월,방문자수
202201,1912762.0
202202,1641812.0
202203,1818326.0
202204,1863266.0
202205,2062567.0
202206,1855899.0
202207,1996964.0
202208,1906766.0
202209,2094237.0
202210,2039639.0
202211,1884534.0
202212,1963672.0
