,요일,방문 시간대,방문자 집중률,지역구,방문자수,시간별방문자수
0,일요일,00~06시,0.02,서구,1571383.0,31427.66
1,일요일,06~11시,0.027999999999999997,서구,1571383.0,43998.723999999995
2,일요일,11~14시,0.028999999999999998,서구,1571383.0,45570.106999999996
3,일요일,14~18시,0.037000000000000005,서구,1571383.0,58141.17100000001
4,일요일,18~21시,0.019,서구,1571383.0,29856.277
5,일요일,21~24시,0.012,서구,1571383.0,18856.596
6,월요일,00~06시,0.013999999999999999,서구,1571383.0,21999.361999999997
7,월요일,06~11시,0.033,서구,1571383.0,51855.639
8,월요일,11~14시,0.027000000000000003,서구,1571383.0,42427.34100000001
9,월요일,14~18시,0.035,서구,1571383.0,54998.405000000006
10,월요일,18~21시,0.018000000000000002,서구,1571383.0,28284.894000000004
11,월요일,21~24시,0.011000000000000001,서구,1571383.0,17285.213000000003
12,화요일,00~06시,0.013999999999999999,서구,1571383.0,21999.361999999997
13,화요일,06~11시,0.034,서구,1571383.0,53427.022000000004
14,화요일,11~14시,0.027000000000000003,서구,1571383.0,42427.34100000001
15,화요일,14~18시,0.035,서구,1571383.0,54998.405000000006
16,화요일,18~21시,0.018000000000000002,서구,1571383.0,28284.894000000004
17,화요일,21~24시,0.011000000000000001,서구,1571383.0,17285.213000000003
18,수요일,00~06시,0.013999999999999999,서구,1571383.0,21999.361999999997
19,수요일,06~11시,0.034,서구,1571383.0,53427.022000000004
20,수요일,11~14시,0.027000000000000003,서구,1571383.0,42427.34100000001
21,수요일,14~18시,0.035,서구,1571383.0,54998.405000000006
22,수요일,18~21시,0.018000000000000002,서구,1571383.0,28284.894000000004
23,수요일,21~24시,0.011000000000000001,서구,1571383.0,17285.213000000003
24,목요일,00~06시,0.013999999999999999,서구,1571383.0,21999.361999999997
25,목요일,06~11시,0.034,서구,1571383.0,53427.022000000004
26,목요일,11~14시,0.027000000000000003,서구,1571383.0,42427.34100000001
27,목요일,14~18시,0.035,서구,1571383.0,54998.405000000006
28,목요일,18~21시,0.018000000000000002,서구,1571383.0,28284.894000000004
29,목요일,21~24시,0.011000000000000001,서구,1571383.0,17285.213000000003
30,금요일,00~06시,0.013999999999999999,서구,1571383.0,21999.361999999997
31,금요일,06~11시,0.034,서구,1571383.0,53427.022000000004
32,금요일,11~14시,0.027000000000000003,서구,1571383.0,42427.34100000001
33,금요일,14~18시,0.035,서구,1571383.0,54998.405000000006
34,금요일,18~21시,0.02,서구,1571383.0,31427.66
35,금요일,21~24시,0.013000000000000001,서구,1571383.0,20427.979000000003
36,토요일,00~06시,0.018000000000000002,서구,1571383.0,28284.894000000004
37,토요일,06~11시,0.03,서구,1571383.0,47141.49
38,토요일,11~14시,0.028999999999999998,서구,1571383.0,45570.106999999996
39,토요일,14~18시,0.04,서구,1571383.0,62855.32
40,토요일,18~21시,0.023,서구,1571383.0,36141.809
41,토요일,21~24시,0.016,서구,1571383.0,25142.128
0,일요일,00~06시,0.023,수영구,3143156.0,72292.588
1,일요일,06~11시,0.027999999999999997,수영구,3143156.0,88008.36799999999
2,일요일,11~14시,0.028999999999999998,수영구,3143156.0,91151.52399999999
3,일요일,14~18시,0.04,수영구,3143156.0,125726.24
4,일요일,18~21시,0.024,수영구,3143156.0,75435.744
5,일요일,21~24시,0.015,수영구,3143156.0,47147.34
6,월요일,00~06시,0.015,수영구,3143156.0,47147.34
7,월요일,06~11시,0.027000000000000003,수영구,3143156.0,84865.21200000001
8,월요일,11~14시,0.021,수영구,3143156.0,66006.276
9,월요일,14~18시,0.03,수영구,3143156.0,94294.68
10,월요일,18~21시,0.02,수영구,3143156.0,62863.12
11,월요일,21~24시,0.013000000000000001,수영구,3143156.0,40861.028000000006
12,화요일,00~06시,0.013000000000000001,수영구,3143156.0,40861.028000000006
13,화요일,06~11시,0.026000000000000002,수영구,3143156.0,81722.05600000001
14,화요일,11~14시,0.021,수영구,3143156.0,66006.276
15,화요일,14~18시,0.028999999999999998,수영구,3143156.0,91151.52399999999
16,화요일,18~21시,0.019,수영구,3143156.0,59719.964
17,화요일,21~24시,0.013000000000000001,수영구,3143156.0,40861.028000000006
18,수요일,00~06시,0.013999999999999999,수영구,3143156.0,44004.183999999994
19,수요일,06~11시,0.027000000000000003,수영구,3143156.0,84865.21200000001
20,수요일,11~14시,0.021,수영구,3143156.0,66006.276
21,수요일,14~18시,0.03,수영구,3143156.0,94294.68
22,수요일,18~21시,0.02,수영구,3143156.0,62863.12
23,수요일,21~24시,0.013000000000000001,수영구,3143156.0,40861.028000000006
24,목요일,00~06시,0.013000000000000001,수영구,3143156.0,40861.028000000006
25,목요일,06~11시,0.026000000000000002,수영구,3143156.0,81722.05600000001
26,목요일,11~14시,0.021,수영구,3143156.0,66006.276
27,목요일,14~18시,0.03,수영구,3143156.0,94294.68
28,목요일,18~21시,0.021,수영구,3143156.0,66006.276
29,목요일,21~24시,0.013999999999999999,수영구,3143156.0,44004.183999999994
30,금요일,00~06시,0.015,수영구,3143156.0,47147.34
31,금요일,06~11시,0.028999999999999998,수영구,3143156.0,91151.52399999999
32,금요일,11~14시,0.023,수영구,3143156.0,72292.588
33,금요일,14~18시,0.034,수영구,3143156.0,106867.304
34,금요일,18~21시,0.025,수영구,3143156.0,78578.90000000001
35,금요일,21~24시,0.019,수영구,3143156.0,59719.964
36,토요일,00~06시,0.022000000000000002,수영구,3143156.0,69149.432
37,토요일,06~11시,0.033,수영구,3143156.0,103724.148
38,토요일,11~14시,0.033,수영구,3143156.0,103724.148
39,토요일,14~18시,0.05,수영구,3143156.0,157157.80000000002
40,토요일,18~21시,0.037000000000000005,수영구,3143156.0,116296.77200000001
41,토요일,21~24시,0.026000000000000002,수영구,3143156.0,81722.05600000001
0,일요일,00~06시,0.024,연제구,2447062.0,58729.488000000005
1,일요일,06~11시,0.026000000000000002,연제구,2447062.0,63623.61200000001
2,일요일,11~14시,0.026000000000000002,연제구,2447062.0,63623.61200000001
3,일요일,14~18시,0.033,연제구,2447062.0,80753.046
4,일요일,18~21시,0.019,연제구,2447062.0,46494.178
5,일요일,21~24시,0.012,연제구,2447062.0,29364.744000000002
6,월요일,00~06시,0.017,연제구,2447062.0,41600.054000000004
7,월요일,06~11시,0.027000000000000003,연제구,2447062.0,66070.67400000001
8,월요일,11~14시,0.023,연제구,2447062.0,56282.426
9,월요일,14~18시,0.031,연제구,2447062.0,75858.922
10,월요일,18~21시,0.019,연제구,2447062.0,46494.178
11,월요일,21~24시,0.012,연제구,2447062.0,29364.744000000002
12,화요일,00~06시,0.016,연제구,2447062.0,39152.992
13,화요일,06~11시,0.027000000000000003,연제구,2447062.0,66070.67400000001
14,화요일,11~14시,0.024,연제구,2447062.0,58729.488000000005
15,화요일,14~18시,0.032,연제구,2447062.0,78305.984
16,화요일,18~21시,0.02,연제구,2447062.0,48941.24
17,화요일,21~24시,0.013000000000000001,연제구,2447062.0,31811.806000000004
18,수요일,00~06시,0.016,연제구,2447062.0,39152.992
19,수요일,06~11시,0.027000000000000003,연제구,2447062.0,66070.67400000001
20,수요일,11~14시,0.024,연제구,2447062.0,58729.488000000005
21,수요일,14~18시,0.032,연제구,2447062.0,78305.984
22,수요일,18~21시,0.021,연제구,2447062.0,51388.302
23,수요일,21~24시,0.013999999999999999,연제구,2447062.0,34258.867999999995
24,목요일,00~06시,0.016,연제구,2447062.0,39152.992
25,목요일,06~11시,0.027000000000000003,연제구,2447062.0,66070.67400000001
26,목요일,11~14시,0.023,연제구,2447062.0,56282.426
27,목요일,14~18시,0.031,연제구,2447062.0,75858.922
28,목요일,18~21시,0.021,연제구,2447062.0,51388.302
29,목요일,21~24시,0.013999999999999999,연제구,2447062.0,34258.867999999995
30,금요일,00~06시,0.017,연제구,2447062.0,41600.054000000004
31,금요일,06~11시,0.028999999999999998,연제구,2447062.0,70964.798
32,금요일,11~14시,0.025,연제구,2447062.0,61176.55
33,금요일,14~18시,0.034,연제구,2447062.0,83200.10800000001
34,금요일,18~21시,0.024,연제구,2447062.0,58729.488000000005
35,금요일,21~24시,0.018000000000000002,연제구,2447062.0,44047.116
36,토요일,00~06시,0.024,연제구,2447062.0,58729.488000000005
37,토요일,06~11시,0.031,연제구,2447062.0,75858.922
38,토요일,11~14시,0.033,연제구,2447062.0,80753.046
39,토요일,14~18시,0.045,연제구,2447062.0,110117.79
40,토요일,18~21시,0.032,연제구,2447062.0,78305.984
41,토요일,21~24시,0.022000000000000002,연제구,2447062.0,53835.36400000001
0,일요일,00~06시,0.022000000000000002,영도구,1504929.0,33108.438
1,일요일,06~11시,0.028999999999999998,영도구,1504929.0,43642.941
2,일요일,11~14시,0.036000000000000004,영도구,1504929.0,54177.444
3,일요일,14~18시,0.049,영도구,1504929.0,73741.52100000001
4,일요일,18~21시,0.022000000000000002,영도구,1504929.0,33108.438
5,일요일,21~24시,0.012,영도구,1504929.0,18059.148
6,월요일,00~06시,0.013000000000000001,영도구,1504929.0,19564.077
7,월요일,06~11시,0.027999999999999997,영도구,1504929.0,42138.011999999995
8,월요일,11~14시,0.026000000000000002,영도구,1504929.0,39128.154
9,월요일,14~18시,0.034,영도구,1504929.0,51167.586
10,월요일,18~21시,0.017,영도구,1504929.0,25583.793
11,월요일,21~24시,0.009000000000000001,영도구,1504929.0,13544.361
12,화요일,00~06시,0.012,영도구,1504929.0,18059.148
13,화요일,06~11시,0.027999999999999997,영도구,1504929.0,42138.011999999995
14,화요일,11~14시,0.025,영도구,1504929.0,37623.225
15,화요일,14~18시,0.033,영도구,1504929.0,49662.657
16,화요일,18~21시,0.016,영도구,1504929.0,24078.864
17,화요일,21~24시,0.009000000000000001,영도구,1504929.0,13544.361
18,수요일,00~06시,0.012,영도구,1504929.0,18059.148
19,수요일,06~11시,0.027999999999999997,영도구,1504929.0,42138.011999999995
20,수요일,11~14시,0.025,영도구,1504929.0,37623.225
21,수요일,14~18시,0.033,영도구,1504929.0,49662.657
22,수요일,18~21시,0.017,영도구,1504929.0,25583.793
23,수요일,21~24시,0.01,영도구,1504929.0,15049.29
24,목요일,00~06시,0.012,영도구,1504929.0,18059.148
25,목요일,06~11시,0.027999999999999997,영도구,1504929.0,42138.011999999995
26,목요일,11~14시,0.025,영도구,1504929.0,37623.225
27,목요일,14~18시,0.033,영도구,1504929.0,49662.657
28,목요일,18~21시,0.017,영도구,1504929.0,25583.793
29,목요일,21~24시,0.01,영도구,1504929.0,15049.29
30,금요일,00~06시,0.013000000000000001,영도구,1504929.0,19564.077
31,금요일,06~11시,0.028999999999999998,영도구,1504929.0,43642.941
32,금요일,11~14시,0.027000000000000003,영도구,1504929.0,40633.083000000006
33,금요일,14~18시,0.037000000000000005,영도구,1504929.0,55682.37300000001
34,금요일,18~21시,0.02,영도구,1504929.0,30098.58
35,금요일,21~24시,0.013000000000000001,영도구,1504929.0,19564.077
36,토요일,00~06시,0.019,영도구,1504929.0,28593.650999999998
37,토요일,06~11시,0.032,영도구,1504929.0,48157.728
38,토요일,11~14시,0.038,영도구,1504929.0,57187.301999999996
39,토요일,14~18시,0.055999999999999994,영도구,1504929.0,84276.02399999999
40,토요일,18~21시,0.028999999999999998,영도구,1504929.0,43642.941
41,토요일,21~24시,0.018000000000000002,영도구,1504929.0,27088.722
0,일요일,00~06시,0.018000000000000002,중구,3444291.0,61997.238000000005
1,일요일,06~11시,0.024,중구,3444291.0,82662.984
2,일요일,11~14시,0.028999999999999998,중구,3444291.0,99884.439
3,일요일,14~18시,0.043,중구,3444291.0,148104.51299999998
4,일요일,18~21시,0.022000000000000002,중구,3444291.0,75774.402
5,일요일,21~24시,0.011000000000000001,중구,3444291.0,37887.201
6,월요일,00~06시,0.011000000000000001,중구,3444291.0,37887.201
7,월요일,06~11시,0.027999999999999997,중구,3444291.0,96440.14799999999
8,월요일,11~14시,0.026000000000000002,중구,3444291.0,89551.566
9,월요일,14~18시,0.036000000000000004,중구,3444291.0,123994.47600000001
10,월요일,18~21시,0.019,중구,3444291.0,65441.528999999995
11,월요일,21~24시,0.01,중구,3444291.0,34442.91
12,화요일,00~06시,0.01,중구,3444291.0,34442.91
13,화요일,06~11시,0.028999999999999998,중구,3444291.0,99884.439
14,화요일,11~14시,0.026000000000000002,중구,3444291.0,89551.566
15,화요일,14~18시,0.035,중구,3444291.0,120550.18500000001
16,화요일,18~21시,0.02,중구,3444291.0,68885.82
17,화요일,21~24시,0.01,중구,3444291.0,34442.91
18,수요일,00~06시,0.01,중구,3444291.0,34442.91
19,수요일,06~11시,0.028999999999999998,중구,3444291.0,99884.439
20,수요일,11~14시,0.027000000000000003,중구,3444291.0,92995.85700000002
21,수요일,14~18시,0.036000000000000004,중구,3444291.0,123994.47600000001
22,수요일,18~21시,0.02,중구,3444291.0,68885.82
23,수요일,21~24시,0.011000000000000001,중구,3444291.0,37887.201
24,목요일,00~06시,0.01,중구,3444291.0,34442.91
25,목요일,06~11시,0.028999999999999998,중구,3444291.0,99884.439
26,목요일,11~14시,0.027000000000000003,중구,3444291.0,92995.85700000002
27,목요일,14~18시,0.036000000000000004,중구,3444291.0,123994.47600000001
28,목요일,18~21시,0.021,중구,3444291.0,72330.111
29,목요일,21~24시,0.011000000000000001,중구,3444291.0,37887.201
30,금요일,00~06시,0.011000000000000001,중구,3444291.0,37887.201
31,금요일,06~11시,0.031,중구,3444291.0,106773.021
32,금요일,11~14시,0.027999999999999997,중구,3444291.0,96440.14799999999
33,금요일,14~18시,0.039,중구,3444291.0,134327.349
34,금요일,18~21시,0.024,중구,3444291.0,82662.984
35,금요일,21~24시,0.013999999999999999,중구,3444291.0,48220.07399999999
36,토요일,00~06시,0.016,중구,3444291.0,55108.656
37,토요일,06~11시,0.027999999999999997,중구,3444291.0,96440.14799999999
38,토요일,11~14시,0.033,중구,3444291.0,113661.603
39,토요일,14~18시,0.051,중구,3444291.0,175658.841
40,토요일,18~21시,0.031,중구,3444291.0,106773.021
41,토요일,21~24시,0.018000000000000002,중구,3444291.0,61997.238000000005
0,일요일,00~06시,0.028999999999999998,해운대구,5797922.0,168139.73799999998
1,일요일,06~11시,0.032,해운대구,5797922.0,185533.50400000002
2,일요일,11~14시,0.033,해운대구,5797922.0,191331.426
3,일요일,14~18시,0.045,해운대구,5797922.0,260906.49
4,일요일,18~21시,0.024,해운대구,5797922.0,139150.128
5,일요일,21~24시,0.013999999999999999,해운대구,5797922.0,81170.908
6,월요일,00~06시,0.018000000000000002,해운대구,5797922.0,104362.596
7,월요일,06~11시,0.025,해운대구,5797922.0,144948.05000000002
8,월요일,11~14시,0.021,해운대구,5797922.0,121756.36200000001
9,월요일,14~18시,0.028999999999999998,해운대구,5797922.0,168139.73799999998
10,월요일,18~21시,0.017,해운대구,5797922.0,98564.67400000001
11,월요일,21~24시,0.011000000000000001,해운대구,5797922.0,63777.14200000001
12,화요일,00~06시,0.016,해운대구,5797922.0,92766.75200000001
13,화요일,06~11시,0.025,해운대구,5797922.0,144948.05000000002
14,화요일,11~14시,0.021,해운대구,5797922.0,121756.36200000001
15,화요일,14~18시,0.027999999999999997,해운대구,5797922.0,162341.816
16,화요일,18~21시,0.017,해운대구,5797922.0,98564.67400000001
17,화요일,21~24시,0.011000000000000001,해운대구,5797922.0,63777.14200000001
18,수요일,00~06시,0.016,해운대구,5797922.0,92766.75200000001
19,수요일,06~11시,0.025,해운대구,5797922.0,144948.05000000002
20,수요일,11~14시,0.021,해운대구,5797922.0,121756.36200000001
21,수요일,14~18시,0.028999999999999998,해운대구,5797922.0,168139.73799999998
22,수요일,18~21시,0.017,해운대구,5797922.0,98564.67400000001
23,수요일,21~24시,0.012,해운대구,5797922.0,69575.064
24,목요일,00~06시,0.016,해운대구,5797922.0,92766.75200000001
25,목요일,06~11시,0.025,해운대구,5797922.0,144948.05000000002
26,목요일,11~14시,0.021,해운대구,5797922.0,121756.36200000001
27,목요일,14~18시,0.03,해운대구,5797922.0,173937.66
28,목요일,18~21시,0.018000000000000002,해운대구,5797922.0,104362.596
29,목요일,21~24시,0.012,해운대구,5797922.0,69575.064
30,금요일,00~06시,0.018000000000000002,해운대구,5797922.0,104362.596
31,금요일,06~11시,0.027000000000000003,해운대구,5797922.0,156543.89400000003
32,금요일,11~14시,0.024,해운대구,5797922.0,139150.128
33,금요일,14~18시,0.034,해운대구,5797922.0,197129.34800000003
34,금요일,18~21시,0.022000000000000002,해운대구,5797922.0,127554.28400000001
35,금요일,21~24시,0.016,해운대구,5797922.0,92766.75200000001
36,토요일,00~06시,0.026000000000000002,해운대구,5797922.0,150745.972
37,토요일,06~11시,0.032,해운대구,5797922.0,185533.50400000002
38,토요일,11~14시,0.034,해운대구,5797922.0,197129.34800000003
39,토요일,14~18시,0.052000000000000005,해운대구,5797922.0,301491.944
40,토요일,18~21시,0.032,해운대구,5797922.0,185533.50400000002
41,토요일,21~24시,0.022000000000000002,해운대구,5797922.0,127554.28400000001
