기준연월,방문자수
202201,1880525.0
202202,1665382.0
202203,1965467.0
202204,1789140.0
202205,2001527.0
202206,1842254.0
202207,2003361.0
202208,1930813.0
202209,2105372.0
202210,1948372.0
202211,1800247.0
202212,1862347.0
