기준년월,지자체,방문자 구분,방문자수
202211,전라남도,외지인방문자(b),6925041.0
202211,전라남도,외국인방문자(c),126290.0
202211,전라남도,외부방문자(b+c),7051332.0
202211,경상북도,외지인방문자(b),1.0200027E7
202211,경상북도,외국인방문자(c),116505.0
202211,경상북도,외부방문자(b+c),1.0316532E7
202211,경상남도,외지인방문자(b),8080938.0
202211,경상남도,외국인방문자(c),165526.0
202211,경상남도,외부방문자(b+c),8246463.0
202211,제주특별자치도,외지인방문자(b),4177025.0
202211,제주특별자치도,외국인방문자(c),92831.0
202211,제주특별자치도,외부방문자(b+c),4269856.0
202212,서울특별시,외지인방문자(b),2.3661253E7
202212,서울특별시,외국인방문자(c),1007726.0
202212,서울특별시,외부방문자(b+c),2.4668979E7
202212,부산광역시,외지인방문자(b),7106699.0
202212,부산광역시,외국인방문자(c),203030.0
202212,부산광역시,외부방문자(b+c),7309729.0
202212,대구광역시,외지인방문자(b),4393874.0
202212,대구광역시,외국인방문자(c),54345.0
202212,대구광역시,외부방문자(b+c),4448218.0
202212,인천광역시,외지인방문자(b),7425315.0
202212,인천광역시,외국인방문자(c),381041.0
202212,인천광역시,외부방문자(b+c),7806356.0
202212,광주광역시,외지인방문자(b),2491662.0
202212,광주광역시,외국인방문자(c),40218.0
202212,광주광역시,외부방문자(b+c),2531879.0
202212,대전광역시,외지인방문자(b),3233547.0
202212,대전광역시,외국인방문자(c),36559.0
202212,대전광역시,외부방문자(b+c),3270106.0
202212,울산광역시,외지인방문자(b),2191546.0
202212,울산광역시,외국인방문자(c),74438.0
202212,울산광역시,외부방문자(b+c),2265984.0
202212,세종특별자치시,외지인방문자(b),1415044.0
202212,세종특별자치시,외국인방문자(c),12143.0
202212,세종특별자치시,외부방문자(b+c),1427187.0
202212,경기도,외지인방문자(b),2.2925872E7
202212,경기도,외국인방문자(c),677237.0
202212,경기도,외부방문자(b+c),2.3603109E7
202212,강원도,외지인방문자(b),8768379.0
202212,강원도,외국인방문자(c),114406.0
202212,강원도,외부방문자(b+c),8882785.0
202212,충청북도,외지인방문자(b),4660569.0
202212,충청북도,외국인방문자(c),91862.0
202212,충청북도,외부방문자(b+c),4752431.0
202212,충청남도,외지인방문자(b),7338275.0
202212,충청남도,외국인방문자(c),123626.0
202212,충청남도,외부방문자(b+c),7461901.0
202212,전라북도,외지인방문자(b),3998101.0
202212,전라북도,외국인방문자(c),75806.0
202212,전라북도,외부방문자(b+c),4073906.0
202212,전라남도,외지인방문자(b),5834838.0
202212,전라남도,외국인방문자(c),145464.0
202212,전라남도,외부방문자(b+c),5980302.0
202212,경상북도,외지인방문자(b),8872003.0
202212,경상북도,외국인방문자(c),120686.0
202212,경상북도,외부방문자(b+c),8992689.0
202212,경상남도,외지인방문자(b),7490503.0
202212,경상남도,외국인방문자(c),177807.0
202212,경상남도,외부방문자(b+c),7668310.0
202212,제주특별자치도,외지인방문자(b),3738250.0
202212,제주특별자치도,외국인방문자(c),117341.0
202212,제주특별자치도,외부방문자(b+c),3855591.0
202301,서울특별시,외지인방문자(b),2.4139613E7
202301,서울특별시,외국인방문자(c),752805.0
202301,서울특별시,외부방문자(b+c),2.4892418E7
202301,부산광역시,외지인방문자(b),8513725.0
202301,부산광역시,외국인방문자(c),170862.0
202301,부산광역시,외부방문자(b+c),8684587.0
202301,대구광역시,외지인방문자(b),5369461.0
202301,대구광역시,외국인방문자(c),53410.0
