기준년월,지자체,방문자 구분,방문자수
202212,전라남도,외부방문자(b+c),8600850.0
202212,전라남도,전체방문자(a+b+c),3.9348672E7
202212,경상북도,현지인방문자(a),4.4769158E7
202212,경상북도,외지인방문자(b),1.2950914E7
202212,경상북도,외국인방문자(c),7758.0
202212,경상북도,외부방문자(b+c),1.2958671E7
202212,경상북도,전체방문자(a+b+c),5.7727829E7
202212,경상남도,현지인방문자(a),5.2474958E7
202212,경상남도,외지인방문자(b),1.149009E7
202212,경상남도,외국인방문자(c),13945.0
202212,경상남도,외부방문자(b+c),1.1504035E7
202212,경상남도,전체방문자(a+b+c),6.3978993E7
202212,제주특별자치도,현지인방문자(a),1.7302086E7
202212,제주특별자치도,외지인방문자(b),4796743.0
202212,제주특별자치도,외국인방문자(c),7835.0
202212,제주특별자치도,외부방문자(b+c),4804578.0
202212,제주특별자치도,전체방문자(a+b+c),2.2106664E7
202301,서울특별시,현지인방문자(a),1.4307482E8
202301,서울특별시,외지인방문자(b),4.7059016E7
202301,서울특별시,외국인방문자(c),204938.0
202301,서울특별시,외부방문자(b+c),4.7263954E7
202301,서울특별시,전체방문자(a+b+c),1.90338774E8
202301,부산광역시,현지인방문자(a),4.7114876E7
202301,부산광역시,외지인방문자(b),1.316168E7
202301,부산광역시,외국인방문자(c),20416.0
202301,부산광역시,외부방문자(b+c),1.3182096E7
202301,부산광역시,전체방문자(a+b+c),6.0296971E7
202301,대구광역시,현지인방문자(a),3.7366308E7
202301,대구광역시,외지인방문자(b),9140509.0
202301,대구광역시,외국인방문자(c),7296.0
202301,대구광역시,외부방문자(b+c),9147805.0
202301,대구광역시,전체방문자(a+b+c),4.6514113E7
202301,인천광역시,현지인방문자(a),3.91918E7
202301,인천광역시,외지인방문자(b),1.407959E7
202301,인천광역시,외국인방문자(c),244992.0
202301,인천광역시,외부방문자(b+c),1.4324582E7
202301,인천광역시,전체방문자(a+b+c),5.3516381E7
202301,광주광역시,현지인방문자(a),2.2421816E7
202301,광주광역시,외지인방문자(b),5699004.0
202301,광주광역시,외국인방문자(c),2640.0
202301,광주광역시,외부방문자(b+c),5701644.0
202301,광주광역시,전체방문자(a+b+c),2.812346E7
202301,대전광역시,현지인방문자(a),2.2916453E7
202301,대전광역시,외지인방문자(b),6835395.0
202301,대전광역시,외국인방문자(c),6194.0
202301,대전광역시,외부방문자(b+c),6841589.0
202301,대전광역시,전체방문자(a+b+c),2.9758042E7
202301,울산광역시,현지인방문자(a),1.7156881E7
202301,울산광역시,외지인방문자(b),4227856.0
202301,울산광역시,외국인방문자(c),5717.0
202301,울산광역시,외부방문자(b+c),4233573.0
202301,울산광역시,전체방문자(a+b+c),2.1390454E7
202301,세종특별자치시,현지인방문자(a),5384855.0
202301,세종특별자치시,외지인방문자(b),2244179.0
202301,세종특별자치시,외국인방문자(c),1877.0
202301,세종특별자치시,외부방문자(b+c),2246056.0
