,fid,id,left,top,right,bottom,관광여가오락수,교육수,부동산수,생활서비스수,소매수,숙박수,스포츠수,음식수,총건물수,승차총승객수,하차총승객수,대지면적,단독건물수,건물면적,공동건축물수,60대총인구수,50대총인구수,40대총인구수,30대총인구수,20대총인구수,총인구대비남성비율,총인구대비여성비율,생산가능인구남성비율,생산가능인구여성비율,인구당전기차수,병원수,어린이집수,학교수,주차장주차면수,전기차충전기수,급속충전기수,완속충전기수,전기차충전기유무,급속충전기유무,완속충전기유무,RandomForestClassifier의 P(y=1)_x,XGBClassifier의 P(y=1),LGBMClassifier의 P(y=1),CatBoostClassifier의 P(y=1),RandomForestClassifier의 P(y=1)_y,평균 P(y=1)의 확률,rf_prediction,actual,confusion,label
318,1557,1182,206853.585523172,450618.165377999,206953.585523172,450518.165377999,4,1,4,11,16,0,1,9,24,0.0,0.0,243.9,11,158.92,2,26,23,24,27,32,0.447674418604651,0.552325581395349,0.439024390243902,0.560975609756098,3.00093646,0,0,0,0.0,0,0,0,0,0,0,0.1207018239922508,0.020251181,0.007563292102649,6.52227441998328e-08,0.13,0.0557032724588546,1,0,FP,2사분면
321,1563,1176,206853.585523172,451218.165377999,206953.585523172,451118.165377999,0,0,1,3,6,0,0,3,11,26.7311827956989,82.2258064516129,1381.66,7,159.65,0,11,6,18,19,18,0.48780487804878,0.51219512195122,0.514705882352941,0.485294117647059,1.43067901,0,0,0,99.0,0,0,0,0,0,0,0.1221507352941176,0.05737277,0.0449756854375047,9.150082041324728e-05,0.1,0.0649181385511107,1,0,FP,2사분면
325,1579,1192,206853.585523172,449618.165377999,206953.585523172,449518.165377999,1,1,1,11,9,0,0,7,34,0.0,0.0,131.61,28,80.64,1,16,23,33,35,55,0.544600938967136,0.455399061032864,0.590062111801242,0.409937888198758,3.716275965,1,1,0,0.0,0,0,0,0,0,0,0.1317626766615737,0.008256708,1.1018589328513526e-05,9.892340064117344e-09,0.16,0.0600060826830087,1,0,FP,2사분면
327,1600,1093,206653.585523172,447918.165377999,206753.585523172,447818.165377999,0,0,0,4,3,0,0,4,24,0.0,0.0,552.51,10,187.92,9,53,36,41,55,47,0.451724137931034,0.548275862068966,0.452054794520548,0.547945205479452,5.05971845,0,0,1,174.0,0,0,0,0,0,0,0.1612677709466826,0.14810139,0.0012014502000543,0.0003516640954976,0.18,0.0981844549300692,1,0,FP,3사분면
328,1602,1091,206653.585523172,448118.165377999,206753.585523172,448018.165377999,1,3,1,0,6,0,2,2,21,1.09677419354839,248.903225806452,290.73,7,198.85,4,25,30,37,14,21,0.491525423728814,0.508474576271186,0.508196721311475,0.491803278688525,3.088172985,0,0,0,908.0,0,0,0,0,0,0,0.1422179108154718,0.0077900584,0.0001702083338033,1.3725121490635686e-08,0.13,0.0560356382519954,1,0,FP,2사분면
330,1617,1118,206753.585523172,451218.165377999,206853.585523172,451118.165377999,0,2,0,4,3,0,0,3,34,0.0,0.0,171.92,25,125.45,2,36,35,30,64,48,0.494296577946768,0.505703422053232,0.484536082474227,0.515463917525773,4.588641215,0,1,0,127.0,0,0,0,0,0,0,0.1323139957182301,0.06819808,0.0118295056618351,0.0062097108834815,0.16,0.0757102579288408,1,0,FP,3사분면
331,1618,1119,206753.585523172,451118.165377999,206853.585523172,451018.165377999,0,0,4,6,6,0,0,9,29,51.8064516129032,108.451612903226,295.29,14,137.46,7,49,38,29,72,38,0.498098859315589,0.501901140684411,0.488151658767773,0.511848341232227,4.588641215,1,0,0,82.0,0,0,0,0,0,0,0.1470035415773848,0.1272323,0.2210394904115327,0.0004639572248056,0.16,0.1311478574937379,1,0,FP,2사분면
335,1633,1120,206753.585523172,451018.165377999,206853.585523172,450918.165377999,1,2,1,1,6,0,1,5,5,0.0,0.0,617.93,1,304.21,0,8,13,31,106,87,0.351778656126482,0.648221343873518,0.338775510204082,0.661224489795918,4.414168165,3,0,0,62.0,0,0,0,0,0,0,0.1823529380920796,0.036682557,0.0002061527930968,8.517537768630496e-05,0.2,0.0838653647154994,1,0,FP,1사분면
336,1634,1121,206753.585523172,450918.165377999,206853.585523172,450818.165377999,3,1,3,2,4,2,0,20,45,170.317204301075,176.935483870968,189.63,27,99.39,2,42,34,26,48,71,0.50179211469534,0.498207885304659,0.524271844660194,0.475728155339806,4.867798095,0,0,0,20.0,0,0,0,0,0,0,0.1258366888422035,0.010573906,0.0017765637683454,2.402285395573621e-10,0.17,0.0616374317486895,1,0,FP,3사분면
337,1635,1134,206753.585523172,449618.165377999,206853.585523172,449518.165377999,0,3,0,6,2,0,0,29,38,79.8548387096774,223.887096774194,187.82,26,96.95,0,16,33,22,36,55,0.572139303482587,0.427860696517413,0.606451612903226,0.393548387096774,3.506908305,0,0,0,0.0,0,0,0,0,0,0,0.1685180322128852,0.018391276,0.0107053871618179,3.6417726294248595e-09,0.19,0.0775229397589777,1,0,FP,4사분면
339,1643,1142,206753.585523172,448818.165377999,206853.585523172,448718.165377999,0,2,1,3,3,0,0,12,10,0.0,0.0,491.5,1,240.11,3,27,29,24,39,49,0.532338308457711,0.467661691542288,0.55625,0.44375,3.506908305,0,0,0,0.0,0,0,0,0,0,0,0.2145010007737486,0.11358617,0.0073847931377362,0.0091438606766848,0.2,0.1089231654099359,1,0,FP,4사분면
341,1653,1148,206753.585523172,448218.165377999,206853.585523172,448118.165377999,2,3,1,6,8,0,2,12,35,380.08064516129,291.0,192.83,17,103.25,8,41,41,31,53,50,0.44280442804428,0.55719557195572,0.431372549019608,0.568627450980392,4.728219655,0,2,0,232.0,0,0,0,0,0,0,0.1474352240896358,0.007329798,3.672679263138516e-05,2.4581906365429497e-10,0.14,0.0589603497931939,1,0,FP,2사분면
345,1666,1025,206553.585523172,448918.165377999,206653.585523172,448818.165377999,0,0,1,4,12,0,0,12,29,62.1344086021505,171.263440860215,76931.65,2,839.32,5,11,10,14,29,103,0.402234636871508,0.597765363128492,0.397590361445783,0.602409638554217,3.123067595,0,0,0,0.0,0,0,0,0,0,0,0.2498942285247433,0.13524601,0.0873232965395836,8.418288913034597e-08,0.34,0.1624927235763566,1,0,FP,1사분면
358,1745,977,206453.585523172,447918.165377999,206553.585523172,447818.165377999,0,2,0,3,5,0,0,1,16,0.0,0.0,734.86,3,152.47,9,34,31,48,76,34,0.472118959107807,0.527881040892193,0.472222222222222,0.527777777777778,4.693325045,0,0,0,0.0,0,0,0,0,0,0,0.1666460250927919,0.055916,0.0838274002000105,0.0005269510982176,0.15,0.0913832753097229,1,0,FP,2사분면
360,1770,1000,206553.585523172,451418.165377999,206653.585523172,451318.165377999,0,0,1,2,4,0,0,1,10,40.8623188405797,50.7536231884058,324.37,0,180.13,1,0,8,0,0,8,0.5,0.5,0.481481481481482,0.518518518518519,0.52341915,0,0,0,50.0,0,0,0,0,0,0,0.1205725430416068,0.06110334,0.0010815887036493,0.0001165309596077,0.14,0.0645748005886393,1,0,FP,3사분면
366,1802,904,206353.585523172,449418.165377999,206453.585523172,449318.165377999,1,1,1,4,7,0,0,16,3,30.1260273972603,81.1534246575342,337.6,0,124.09,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.157025745,0,0,0,3.0,0,0,0,0,0,0,0.2653408759337067,0.17971584,0.0659320487693304,0.0006200425241788,0.31,0.1643217618471613,1,0,FP,1사분면
368,1810,912,206353.585523172,448618.165377999,206453.585523172,448518.165377999,0,1,1,14,26,0,0,53,1,0.0,0.0,0.0,0,4326.46,1,17,18,26,20,11,0.459016393442623,0.540983606557377,0.460674157303371,0.539325842696629,2.12857121,0,0,0,0.0,0,0,0,0,0,0,0.2694889414098972,0.094309725,0.180357522719697,4.298064020012489e-08,0.33,0.1748312463955156,1,0,FP,1사분면
372,1846,959,206453.585523172,449718.165377999,206553.585523172,449618.165377999,1,2,4,9,3,0,0,9,11,70.466307277628,90.8140161725067,530.24,4,197.44,0,8,0,0,8,7,0.722222222222222,0.277777777777778,0.758620689655172,0.241379310344828,0.62810298,0,0,0,0.0,0,0,0,0,0,0,0.2915583996756598,0.10014875,0.0293754588222109,0.0004816337173259,0.21,0.126312848909386,1,0,FP,4사분면
375,1854,839,206253.585523172,450118.165377999,206353.585523172,450018.165377999,2,4,0,7,10,0,0,6,5,0.0,0.0,624.49,1,329.78,0,0,6,6,20,49,0.455555555555555,0.544444444444445,0.452380952380952,0.547619047619048,1.57025745,0,0,0,21.0,0,0,0,0,0,0,0.3200715561648387,0.16627678,0.4429998197216286,0.0130844582885582,0.32,0.2524865233852218,1,0,FP,1사분면
377,1862,847,206253.585523172,449318.165377999,206353.585523172,449218.165377999,4,0,1,7,4,1,0,33,34,0.0,0.0,157.52,10,82.6,0,0,8,15,19,41,0.510204081632653,0.489795918367347,0.517647058823529,0.48235294117647,1.70983589,0,0,0,74.0,0,0,0,0,0,0,0.1536177491830065,0.040816646,0.0003063777729118,9.542040575658133e-08,0.23,0.0849481736891224,1,0,FP,4사분면
381,1871,852,206253.585523172,448818.165377999,206353.585523172,448718.165377999,0,0,0,1,22,0,0,24,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0,0,0,0,0,0,0.1271559595340335,0.114124075,0.0178048033266926,1.61168905268636e-09,0.12,0.07581696781014,1,0,FP,2사분면
384,1874,851,206253.585523172,448918.165377999,206353.585523172,448818.165377999,1,0,0,4,170,0,0,21,1,0.0,0.0,0.0,0,5917.93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,38.0,0,0,0,0,0,0,0.4154925164510249,0.087918416,0.0060857296439522,6.521219223935298e-08,0.47,0.1958993453945591,1,0,FP,1사분면
385,1875,848,206253.585523172,449218.165377999,206353.585523172,449118.165377999,3,0,2,9,9,1,0,23,17,236.483870967742,184.5,42113.76,0,460.48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0,213.0,0,0,0,0,0,0,0.2602875525210084,0.039572485,0.0042209756070306,1.5631632003054258e-08,0.26,0.1128162057101899,1,0,FP,1사분면
386,1876,849,206253.585523172,449118.165377999,206353.585523172,449018.165377999,2,0,1,3,10,0,0,26,2,359.349131513648,306.685111662531,11396.15,0,4654.99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0,0,0,0,0,0,0.2147419905462184,0.19894391,0.0013167012005963,6.293128586039705e-09,0.26,0.1350005222045768,1,0,FP,1사분면
389,1889,2918,209853.585523172,451018.165377999,209953.585523172,450918.165377999,2,1,0,9,19,3,2,31,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.1742603291316526,0.052519884,0.0170275493970914,2.286829516161206e-08,0.09,0.0667615570715049,1,0,FP,2사분면
391,1907,894,206353.585523172,450418.165377999,206453.585523172,450318.165377999,1,2,0,4,8,0,1,9,6,0.0,0.0,854.27,1,269.61,2,12,13,6,0,0,0.666666666666667,0.333333333333333,0.675675675675676,0.324324324324324,0.785128725,1,0,0,0.0,0,0,0,0,0,0,0.2259665834036964,0.05641418,0.0053941961740067,0.0002577907554735,0.2,0.0976065499674188,1,0,FP,1사분면
396,1927,781,206153.585523172,450118.165377999,206253.585523172,450018.165377999,1,5,0,3,8,0,2,2,24,0.0,0.0,380.39,14,141.05,5,49,49,38,38,30,0.524305555555556,0.475694444444444,0.572192513368984,0.427807486631016,5.02482384,5,0,0,0.0,0,0,0,0,0,0,0.2672879436584761,0.11876101,0.0055045440856668,2.4459489152124283e-05,0.31,0.1403155915402602,1,0,FP,1사분면
